studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
151,8.4,2,3,2,90.0,4.8,Yes,Yes,90.0,85.0,Placed
2514,7.7,1,2,0,68.0,3.7,No,Yes,74.0,71.0,NotPlaced
9214,7.7,1,2,0,83.0,4.6,Yes,Yes,71.0,82.0,NotPlaced
1768,8.3,2,3,2,90.0,4.8,Yes,Yes,83.0,85.0,Placed
8580,6.8,2,3,0,80.0,4.4,No,Yes,74.0,85.0,Placed
8206,6.5,1,1,2,69.0,4.2,Yes,No,57.0,65.0,NotPlaced
7358,8.1,1,3,0,87.0,4.7,Yes,Yes,83.0,85.0,Placed
8469,6.6,0,1,0,68.0,4.8,No,No,55.0,71.0,Placed
3281,6.5,1,1,2,90.0,4.8,Yes,No,75.0,80.0,NotPlaced
8930,8.6,0,3,2,78.0,4.2,Yes,No,62.0,74.0,NotPlaced
5935,8.9,2,3,0,90.0,4.8,Yes,Yes,71.0,84.0,Placed
9054,8.5,1,2,1,66.0,3.9,No,Yes,63.0,72.0,NotPlaced
6870,6.5,1,1,1,81.0,4.8,No,Yes,55.0,64.0,NotPlaced
9523,7.7,0,1,1,68.0,3.3,No,Yes,58.0,70.0,NotPlaced
3493,7.8,2,3,0,89.0,4.5,Yes,Yes,77.0,82.0,Placed
4549,7.7,1,3,2,81.0,4.8,No,Yes,55.0,73.0,NotPlaced
4406,8.8,2,2,2,89.0,4.8,Yes,Yes,86.0,85.0,NotPlaced
4205,8.5,1,3,2,90.0,4.8,Yes,Yes,83.0,84.0,Placed
4991,6.6,0,1,1,68.0,3.8,No,No,64.0,67.0,NotPlaced
7757,7.5,0,3,1,74.0,4.8,Yes,Yes,76.0,71.0,NotPlaced
6266,8.7,0,3,0,72.0,4.7,No,No,55.0,66.0,NotPlaced
3795,7.6,2,2,1,71.0,4.0,Yes,Yes,61.0,66.0,NotPlaced
7541,7.9,1,2,0,77.0,4.2,No,Yes,75.0,63.0,NotPlaced
4981,8.5,2,3,2,90.0,4.8,Yes,Yes,82.0,87.0,Placed
7767,6.5,1,3,2,85.0,4.8,Yes,Yes,55.0,70.0,NotPlaced
3377,8.2,2,3,2,87.0,4.6,Yes,No,87.0,86.0,Placed
6935,7.6,1,1,1,83.0,4.3,Yes,Yes,68.0,66.0,Placed
991,7.6,0,3,2,85.0,3.7,Yes,Yes,80.0,83.0,NotPlaced
5817,8.5,1,1,2,87.0,4.5,Yes,Yes,67.0,67.0,Placed
5567,6.5,2,1,0,60.0,4.5,No,No,67.0,72.0,NotPlaced
3877,7.9,1,3,2,90.0,4.8,Yes,Yes,90.0,82.0,Placed
3809,6.5,1,2,1,82.0,4.0,No,Yes,74.0,74.0,NotPlaced
5059,8.0,1,3,2,81.0,4.0,Yes,Yes,81.0,86.0,Placed
3735,7.7,1,3,2,78.0,3.9,Yes,Yes,59.0,65.0,NotPlaced
1771,8.4,1,2,3,75.0,3.8,Yes,Yes,66.0,71.0,NotPlaced
8337,7.9,2,3,2,82.0,4.8,Yes,Yes,90.0,84.0,Placed
1974,6.5,1,1,0,85.0,3.7,No,No,60.0,74.0,NotPlaced
1930,8.3,2,3,2,90.0,4.8,Yes,Yes,83.0,87.0,Placed
5428,7.9,1,3,1,76.0,3.8,Yes,No,68.0,65.0,NotPlaced
911,7.8,2,3,0,82.0,4.3,Yes,Yes,72.0,88.0,Placed
8614,7.3,1,2,1,86.0,4.3,No,Yes,68.0,64.0,NotPlaced
5818,8.3,2,3,1,90.0,4.8,Yes,Yes,69.0,83.0,Placed
8606,7.5,1,1,0,76.0,4.0,Yes,No,55.0,67.0,NotPlaced
1505,7.9,1,3,2,85.0,4.6,Yes,Yes,71.0,88.0,Placed
8304,8.4,2,3,2,90.0,4.7,Yes,Yes,74.0,84.0,Placed
1548,8.1,2,3,1,90.0,4.5,Yes,Yes,81.0,86.0,Placed
5746,7.7,2,1,0,83.0,4.6,No,Yes,63.0,64.0,NotPlaced
4708,7.9,0,1,0,88.0,4.3,Yes,Yes,73.0,81.0,NotPlaced
649,7.6,1,2,0,79.0,4.3,Yes,Yes,79.0,69.0,Placed
3324,7.0,1,2,1,78.0,4.8,Yes,Yes,55.0,68.0,NotPlaced
294,7.7,2,3,2,78.0,4.6,Yes,Yes,78.0,83.0,NotPlaced
8927,7.4,1,1,0,72.0,4.2,Yes,Yes,55.0,66.0,Placed
8113,8.2,2,3,2,90.0,4.6,Yes,Yes,85.0,85.0,Placed
5228,8.2,2,3,2,90.0,4.8,Yes,Yes,70.0,84.0,Placed
5329,6.8,1,1,1,60.0,3.6,No,Yes,55.0,68.0,NotPlaced
3756,7.6,2,3,1,80.0,4.3,Yes,Yes,57.0,70.0,NotPlaced
5612,8.1,1,2,1,73.0,4.2,No,Yes,83.0,87.0,NotPlaced
4177,8.3,1,3,1,90.0,4.8,Yes,Yes,70.0,79.0,Placed
7936,7.7,1,1,1,65.0,3.5,No,No,60.0,69.0,NotPlaced
5845,7.8,1,3,2,87.0,4.8,Yes,Yes,67.0,88.0,Placed
8762,7.7,1,3,2,78.0,4.4,Yes,No,83.0,85.0,NotPlaced
9246,8.0,2,3,2,90.0,4.8,Yes,Yes,69.0,86.0,Placed
3540,8.6,2,3,0,71.0,4.2,Yes,Yes,79.0,86.0,Placed
5350,7.7,1,1,0,71.0,3.5,No,Yes,59.0,64.0,NotPlaced
6944,8.2,2,3,2,86.0,4.5,No,No,77.0,80.0,NotPlaced
1090,8.5,2,3,2,90.0,4.8,Yes,Yes,73.0,88.0,Placed
3003,6.5,1,1,1,64.0,3.4,No,No,56.0,61.0,NotPlaced
7694,8.2,2,1,2,90.0,4.5,Yes,No,66.0,83.0,NotPlaced
1084,7.4,0,1,1,73.0,4.4,No,No,55.0,57.0,NotPlaced
474,7.8,0,3,2,77.0,4.2,Yes,Yes,83.0,76.0,NotPlaced
7099,7.6,1,3,2,90.0,4.8,Yes,Yes,60.0,83.0,NotPlaced
722,7.6,1,2,0,86.0,4.0,Yes,Yes,62.0,70.0,NotPlaced
6759,7.8,0,3,1,90.0,4.7,No,No,75.0,74.0,Placed
4008,8.6,1,2,2,90.0,4.5,Yes,Yes,83.0,81.0,NotPlaced
4939,8.5,1,2,2,90.0,4.6,Yes,Yes,79.0,84.0,Placed
9714,8.2,2,3,2,90.0,4.8,Yes,Yes,80.0,85.0,Placed
9981,8.6,1,2,0,87.0,4.3,Yes,Yes,69.0,69.0,NotPlaced
186,6.5,0,1,0,78.0,3.7,Yes,Yes,75.0,69.0,NotPlaced
1547,7.3,1,1,1,84.0,3.9,No,No,55.0,62.0,NotPlaced
830,7.4,0,1,1,69.0,3.5,No,No,69.0,63.0,NotPlaced
4872,8.6,1,2,0,77.0,4.5,Yes,Yes,80.0,84.0,Placed
2733,7.4,1,2,1,71.0,4.3,Yes,Yes,67.0,73.0,NotPlaced
6329,7.6,1,2,1,86.0,4.2,No,No,55.0,70.0,NotPlaced
9595,8.3,1,1,1,68.0,4.3,Yes,Yes,79.0,66.0,NotPlaced
635,8.6,2,3,2,87.0,4.4,Yes,Yes,69.0,86.0,Placed
4935,6.7,1,2,1,68.0,4.3,No,Yes,56.0,68.0,NotPlaced
9524,7.7,1,1,0,78.0,4.3,No,No,56.0,67.0,NotPlaced
5110,7.8,1,2,0,80.0,4.7,Yes,Yes,55.0,66.0,NotPlaced
7956,8.6,1,2,2,77.0,4.3,No,No,55.0,59.0,Placed
4569,8.1,1,2,1,68.0,4.8,Yes,Yes,76.0,74.0,Placed
7478,6.9,2,2,0,68.0,3.2,No,Yes,55.0,65.0,NotPlaced
3480,7.9,2,3,2,89.0,4.4,Yes,Yes,89.0,86.0,Placed
9757,7.6,1,1,1,73.0,3.9,No,Yes,64.0,76.0,NotPlaced
7091,8.0,0,3,2,81.0,4.5,Yes,Yes,85.0,88.0,Placed
4356,7.6,0,1,0,68.0,4.0,No,Yes,56.0,70.0,NotPlaced
6418,8.3,1,3,1,88.0,4.8,Yes,Yes,79.0,86.0,Placed
5232,8.6,0,3,2,81.0,4.8,Yes,Yes,82.0,84.0,Placed
8354,8.6,2,3,2,90.0,4.8,Yes,Yes,89.0,84.0,Placed
9630,6.7,1,1,0,81.0,4.8,No,No,59.0,67.0,NotPlaced
8834,6.5,1,2,0,76.0,4.3,No,No,58.0,66.0,NotPlaced
7797,7.8,2,3,2,90.0,4.8,Yes,No,81.0,87.0,NotPlaced
2715,6.5,1,1,1,79.0,4.2,Yes,Yes,82.0,69.0,Placed
4976,7.4,1,2,1,74.0,3.9,No,Yes,76.0,74.0,NotPlaced
5688,8.5,2,3,2,71.0,4.6,Yes,Yes,74.0,83.0,Placed
2609,7.8,2,3,0,81.0,4.5,Yes,Yes,77.0,81.0,NotPlaced
2007,7.3,1,1,0,69.0,3.9,Yes,Yes,58.0,60.0,NotPlaced
3343,7.0,1,1,1,78.0,4.7,No,No,55.0,69.0,NotPlaced
2025,6.5,1,2,0,85.0,3.4,No,Yes,57.0,71.0,NotPlaced
226,7.4,1,1,0,74.0,3.5,No,Yes,67.0,62.0,NotPlaced
4155,7.4,1,1,0,78.0,4.0,Yes,Yes,82.0,67.0,Placed
577,6.5,2,3,1,84.0,4.7,Yes,Yes,85.0,83.0,Placed
3445,8.2,2,3,2,75.0,4.2,Yes,Yes,75.0,81.0,Placed
1318,7.2,0,2,0,77.0,4.6,No,No,61.0,71.0,NotPlaced
1027,7.8,1,3,2,87.0,4.3,Yes,Yes,73.0,72.0,Placed
1266,8.6,1,3,1,90.0,4.8,Yes,Yes,72.0,83.0,NotPlaced
6668,6.6,1,2,0,77.0,4.4,No,Yes,58.0,71.0,NotPlaced
114,8.6,2,3,0,81.0,4.7,Yes,No,71.0,83.0,Placed
3789,7.6,0,1,1,62.0,4.1,No,No,55.0,64.0,NotPlaced
8908,7.4,1,3,1,68.0,3.4,Yes,Yes,60.0,74.0,NotPlaced
224,7.9,2,3,2,90.0,4.8,Yes,No,81.0,78.0,NotPlaced
9869,7.6,1,2,0,90.0,4.8,Yes,Yes,55.0,81.0,NotPlaced
4237,6.5,1,1,0,65.0,4.3,No,No,58.0,69.0,NotPlaced
1600,6.8,1,1,1,60.0,4.4,No,Yes,62.0,66.0,NotPlaced
8745,7.6,0,1,1,80.0,3.9,No,No,55.0,66.0,NotPlaced
9646,8.5,1,3,2,90.0,4.3,Yes,Yes,71.0,85.0,Placed
5073,7.4,1,1,1,82.0,4.1,No,No,60.0,65.0,NotPlaced
4037,6.8,1,1,0,68.0,3.1,No,No,55.0,68.0,NotPlaced
2799,7.9,1,1,0,80.0,3.8,No,No,55.0,72.0,NotPlaced
6089,7.6,1,2,0,72.0,3.7,No,No,55.0,64.0,NotPlaced
7819,6.6,1,1,0,74.0,4.7,Yes,No,68.0,64.0,NotPlaced
4796,7.4,1,2,0,79.0,4.2,No,Yes,79.0,71.0,Placed
6869,8.7,1,3,2,85.0,4.8,Yes,Yes,80.0,80.0,Placed
9198,8.1,1,2,2,85.0,4.4,No,Yes,72.0,84.0,NotPlaced
8066,8.7,2,3,2,90.0,4.8,Yes,Yes,80.0,79.0,Placed
4625,7.6,1,2,0,78.0,3.8,No,No,71.0,64.0,NotPlaced
8858,6.7,1,1,0,80.0,3.8,No,Yes,62.0,64.0,NotPlaced
4206,8.3,2,3,2,81.0,4.1,Yes,No,82.0,79.0,Placed
4539,7.8,1,1,0,77.0,3.8,No,No,55.0,57.0,NotPlaced
1531,7.5,1,1,1,74.0,4.0,No,No,55.0,70.0,NotPlaced
734,6.7,1,1,1,65.0,4.0,No,Yes,64.0,61.0,NotPlaced
8557,7.5,1,1,1,76.0,4.0,No,Yes,55.0,70.0,NotPlaced
9759,8.2,1,3,0,79.0,4.3,Yes,No,58.0,77.0,NotPlaced
9891,7.4,1,2,1,75.0,4.0,No,Yes,56.0,68.0,NotPlaced
7340,7.6,1,3,2,90.0,4.8,Yes,Yes,74.0,83.0,NotPlaced
6619,6.8,1,3,0,80.0,4.4,Yes,No,78.0,67.0,NotPlaced
5171,8.4,2,3,2,90.0,4.8,Yes,Yes,76.0,88.0,Placed
3122,6.6,0,1,2,79.0,4.2,Yes,No,69.0,84.0,Placed
4118,7.6,1,2,0,71.0,4.3,Yes,Yes,86.0,69.0,Placed
4756,8.4,2,3,2,89.0,4.8,Yes,Yes,87.0,83.0,Placed
473,8.4,2,1,2,81.0,4.7,Yes,Yes,77.0,82.0,NotPlaced
8841,6.5,0,1,1,81.0,4.1,No,No,71.0,69.0,NotPlaced
6378,7.4,1,1,1,67.0,3.1,No,Yes,55.0,63.0,NotPlaced
5064,7.6,1,1,1,82.0,4.3,No,No,62.0,60.0,Placed
8973,7.8,1,3,2,90.0,4.8,Yes,Yes,75.0,86.0,Placed
7393,7.8,1,3,1,89.0,4.8,Yes,Yes,75.0,85.0,Placed
3674,6.5,1,1,0,83.0,3.6,No,Yes,55.0,70.0,NotPlaced
3309,8.2,0,3,2,90.0,4.8,Yes,Yes,78.0,87.0,Placed
5090,7.4,1,1,1,61.0,4.1,No,Yes,55.0,69.0,NotPlaced
959,7.9,2,3,2,87.0,4.5,No,Yes,74.0,67.0,NotPlaced
59,8.0,1,1,0,86.0,4.2,No,No,55.0,83.0,NotPlaced
9472,8.7,2,3,2,90.0,4.8,Yes,Yes,79.0,84.0,Placed
5997,7.5,1,2,0,79.0,4.2,No,Yes,55.0,71.0,NotPlaced
4066,8.5,1,3,1,72.0,4.1,Yes,Yes,72.0,87.0,Placed
6061,7.5,1,1,0,84.0,4.3,No,Yes,55.0,59.0,NotPlaced
9343,8.2,1,3,0,80.0,4.5,Yes,Yes,76.0,82.0,Placed
8155,7.8,2,3,2,90.0,4.7,Yes,Yes,78.0,82.0,Placed
4774,8.3,1,3,2,90.0,4.3,Yes,Yes,80.0,84.0,Placed
7057,7.9,2,3,2,90.0,4.8,Yes,Yes,70.0,83.0,Placed
856,7.6,0,1,1,85.0,4.1,No,Yes,56.0,68.0,Placed
9172,7.9,0,2,0,82.0,4.2,Yes,Yes,75.0,60.0,Placed
413,7.8,0,1,1,63.0,4.5,No,No,61.0,65.0,NotPlaced
7302,7.5,0,2,1,73.0,3.6,No,Yes,55.0,65.0,NotPlaced
4400,6.8,1,2,0,81.0,4.2,Yes,Yes,72.0,84.0,NotPlaced
2589,7.3,2,2,1,85.0,4.8,No,No,56.0,69.0,NotPlaced
573,8.4,0,3,2,79.0,4.5,Yes,Yes,75.0,64.0,NotPlaced
8633,7.8,0,2,1,62.0,3.6,No,No,55.0,66.0,NotPlaced
8306,7.8,1,3,2,83.0,4.6,No,Yes,70.0,82.0,Placed
5693,8.7,2,3,2,90.0,4.7,Yes,Yes,77.0,88.0,Placed
5322,6.6,1,2,0,73.0,4.3,Yes,No,58.0,66.0,NotPlaced
40,6.7,0,3,2,88.0,4.2,Yes,Yes,72.0,86.0,Placed
3180,7.3,1,1,0,61.0,3.3,No,No,55.0,67.0,NotPlaced
4242,7.6,1,3,1,82.0,4.5,Yes,Yes,84.0,80.0,Placed
8637,8.5,2,3,2,90.0,4.8,Yes,Yes,76.0,86.0,Placed
3430,8.1,0,3,2,89.0,4.8,Yes,Yes,72.0,85.0,Placed
5978,8.2,0,3,2,81.0,4.7,Yes,Yes,73.0,80.0,Placed
5974,7.5,1,2,0,82.0,4.2,No,Yes,77.0,64.0,NotPlaced
8619,8.3,2,3,2,85.0,4.7,Yes,No,80.0,85.0,Placed
4565,8.5,2,3,2,84.0,4.7,Yes,Yes,87.0,80.0,Placed
7486,7.4,1,1,0,81.0,4.6,No,No,83.0,81.0,NotPlaced
6194,8.6,1,3,2,90.0,4.7,Yes,Yes,84.0,84.0,Placed
9385,7.6,1,1,0,72.0,3.9,No,No,55.0,62.0,NotPlaced
5749,7.6,1,1,1,77.0,4.0,No,Yes,55.0,65.0,NotPlaced
6949,7.6,0,3,2,90.0,4.7,Yes,Yes,80.0,69.0,Placed
3193,7.4,1,1,0,64.0,3.7,No,No,56.0,59.0,NotPlaced
9282,7.6,0,1,0,73.0,3.8,Yes,No,55.0,59.0,Placed
2211,8.5,2,3,2,90.0,4.7,Yes,Yes,84.0,86.0,Placed
3446,8.3,2,3,2,89.0,4.7,Yes,Yes,84.0,82.0,Placed
6761,8.3,2,3,2,90.0,4.8,Yes,Yes,68.0,82.0,Placed
6282,7.5,2,1,0,72.0,3.6,No,Yes,61.0,60.0,NotPlaced
52,8.2,1,3,0,65.0,4.1,Yes,No,66.0,65.0,NotPlaced
731,8.1,2,3,2,90.0,4.8,Yes,Yes,80.0,83.0,Placed
7677,7.6,0,1,2,72.0,3.7,No,No,55.0,61.0,NotPlaced
4614,6.7,1,1,2,69.0,3.5,No,No,77.0,58.0,NotPlaced
2113,8.7,0,3,1,88.0,4.8,Yes,No,77.0,82.0,Placed
7082,8.8,0,3,0,90.0,4.4,Yes,Yes,78.0,85.0,NotPlaced
5488,8.3,2,3,2,68.0,3.9,Yes,No,77.0,84.0,Placed
1806,8.1,1,2,0,72.0,4.5,Yes,Yes,73.0,70.0,Placed
1592,7.7,1,2,0,73.0,4.8,No,Yes,59.0,65.0,NotPlaced
9415,6.8,1,1,0,67.0,4.7,Yes,Yes,59.0,69.0,Placed
2748,7.9,1,2,1,70.0,4.3,No,Yes,58.0,71.0,NotPlaced
384,8.7,0,1,1,87.0,4.1,No,No,72.0,63.0,NotPlaced
8047,7.6,0,1,1,66.0,4.2,Yes,Yes,55.0,67.0,NotPlaced
8816,8.3,2,3,3,89.0,4.5,Yes,Yes,77.0,88.0,Placed
2476,7.7,1,2,0,73.0,3.8,No,Yes,55.0,74.0,NotPlaced
2266,8.4,2,3,1,83.0,4.6,Yes,Yes,79.0,83.0,Placed
9480,8.2,2,3,0,76.0,3.9,Yes,Yes,75.0,66.0,NotPlaced
8995,7.9,1,1,0,73.0,4.0,No,Yes,62.0,64.0,NotPlaced
4775,6.7,1,1,0,70.0,3.7,No,Yes,56.0,68.0,NotPlaced
5824,7.8,1,3,1,85.0,4.5,Yes,Yes,87.0,83.0,Placed
8031,8.3,0,1,2,85.0,4.7,Yes,Yes,83.0,68.0,Placed
7573,7.4,1,1,0,67.0,3.7,No,No,65.0,65.0,NotPlaced
347,7.8,0,3,0,90.0,4.7,Yes,Yes,72.0,69.0,Placed
3923,7.8,1,1,0,71.0,4.0,No,Yes,55.0,65.0,NotPlaced
7668,8.1,1,1,0,70.0,4.3,Yes,Yes,76.0,69.0,NotPlaced
5009,8.2,2,3,2,90.0,4.8,Yes,No,77.0,83.0,Placed
1408,6.5,2,1,1,64.0,3.8,No,No,61.0,60.0,NotPlaced
2293,8.2,1,3,2,76.0,4.4,Yes,Yes,66.0,86.0,NotPlaced
2228,7.8,1,3,0,81.0,4.5,Yes,Yes,79.0,72.0,Placed
6724,7.3,1,2,0,80.0,4.1,No,Yes,55.0,69.0,NotPlaced
2888,6.5,1,2,0,68.0,4.4,No,Yes,72.0,70.0,Placed
4087,6.5,1,1,0,64.0,4.5,No,Yes,55.0,64.0,NotPlaced
2647,6.8,1,1,1,65.0,4.5,No,Yes,55.0,62.0,NotPlaced
869,7.4,1,2,1,67.0,4.2,No,Yes,58.0,64.0,NotPlaced
7072,7.4,1,1,0,69.0,3.6,No,Yes,55.0,70.0,NotPlaced
6986,7.0,1,1,0,72.0,4.4,No,Yes,74.0,65.0,NotPlaced
8074,8.3,1,2,2,89.0,4.6,Yes,Yes,79.0,84.0,Placed
5270,8.8,2,3,2,84.0,4.8,Yes,Yes,78.0,81.0,Placed
2424,8.0,1,2,2,87.0,4.8,Yes,Yes,90.0,68.0,Placed
1171,6.5,0,1,0,73.0,4.0,Yes,Yes,68.0,67.0,NotPlaced
436,7.2,1,1,1,67.0,3.8,No,No,59.0,63.0,NotPlaced
7269,7.6,0,1,0,72.0,3.6,No,No,55.0,61.0,NotPlaced
6278,8.0,0,3,1,83.0,3.7,No,Yes,59.0,81.0,NotPlaced
3410,8.0,2,1,0,82.0,4.6,Yes,Yes,61.0,79.0,Placed
1866,6.7,0,2,0,83.0,4.0,No,Yes,55.0,66.0,NotPlaced
7490,6.5,1,1,1,81.0,4.8,No,Yes,58.0,77.0,NotPlaced
6177,7.7,2,2,2,90.0,4.8,Yes,Yes,90.0,84.0,Placed
843,6.5,1,1,0,70.0,4.8,Yes,Yes,79.0,62.0,Placed
2714,8.6,1,2,2,76.0,4.4,Yes,No,79.0,84.0,NotPlaced
2441,8.0,0,3,2,76.0,4.7,Yes,Yes,77.0,82.0,Placed
4734,8.6,1,3,0,74.0,4.4,Yes,Yes,86.0,81.0,Placed
7217,8.3,0,1,1,73.0,4.3,No,Yes,59.0,71.0,Placed
4009,8.6,1,3,2,90.0,4.8,Yes,Yes,84.0,85.0,Placed
9851,8.0,1,2,1,77.0,4.6,Yes,Yes,69.0,76.0,NotPlaced
4986,7.0,1,3,2,87.0,3.9,Yes,Yes,64.0,72.0,NotPlaced
614,7.7,0,1,1,67.0,4.2,Yes,No,64.0,64.0,NotPlaced
4470,8.1,2,3,2,84.0,4.6,Yes,Yes,83.0,88.0,Placed
9967,8.3,1,3,2,90.0,4.8,Yes,Yes,82.0,84.0,Placed
8684,8.1,1,3,0,75.0,4.5,No,Yes,71.0,68.0,Placed
161,6.5,0,3,0,71.0,3.6,No,Yes,57.0,74.0,NotPlaced
5244,8.8,1,3,2,88.0,4.7,Yes,Yes,75.0,84.0,Placed
5855,7.4,1,3,2,70.0,4.4,No,No,58.0,70.0,NotPlaced
1821,8.5,2,3,2,90.0,4.5,Yes,Yes,75.0,82.0,Placed
501,7.8,1,1,0,82.0,4.2,No,Yes,75.0,71.0,NotPlaced
9277,7.7,2,3,2,75.0,4.4,Yes,No,83.0,83.0,Placed
1674,6.5,0,1,0,83.0,4.1,Yes,Yes,55.0,80.0,NotPlaced
9072,6.9,1,1,2,72.0,3.8,Yes,Yes,71.0,83.0,NotPlaced
9293,7.6,1,1,2,90.0,4.4,No,Yes,81.0,73.0,NotPlaced
7597,8.2,1,1,2,89.0,4.8,Yes,Yes,87.0,84.0,Placed
2887,8.3,1,2,2,90.0,4.8,Yes,Yes,70.0,88.0,Placed
3716,7.6,0,1,0,72.0,4.0,No,No,56.0,68.0,NotPlaced
6468,7.0,1,3,0,84.0,4.8,Yes,Yes,72.0,84.0,Placed
8866,7.7,2,3,2,90.0,4.8,Yes,Yes,87.0,88.0,Placed
4064,8.5,2,3,2,90.0,4.4,Yes,Yes,84.0,86.0,Placed
6152,8.6,1,1,0,81.0,4.3,Yes,Yes,55.0,63.0,NotPlaced
250,7.4,1,2,1,68.0,3.4,No,Yes,57.0,61.0,NotPlaced
7638,8.5,1,2,0,87.0,4.3,Yes,Yes,72.0,83.0,Placed
5493,8.4,1,1,0,78.0,4.3,Yes,Yes,55.0,69.0,Placed
1953,7.8,0,2,0,86.0,4.1,Yes,Yes,85.0,84.0,NotPlaced
1188,7.7,1,1,0,88.0,4.7,No,Yes,55.0,61.0,NotPlaced
2826,6.5,1,2,1,74.0,3.2,No,No,59.0,68.0,NotPlaced
5509,7.4,0,1,0,72.0,3.7,Yes,No,68.0,74.0,NotPlaced
7584,8.5,1,3,0,90.0,4.5,Yes,Yes,74.0,83.0,Placed
8549,8.6,2,3,2,89.0,4.7,Yes,Yes,69.0,79.0,Placed
5822,8.5,2,3,2,90.0,4.7,Yes,Yes,86.0,80.0,Placed
2303,8.6,2,3,2,90.0,4.5,Yes,Yes,84.0,82.0,Placed
3083,8.3,1,3,2,74.0,4.4,Yes,Yes,82.0,82.0,Placed
1680,7.6,0,2,1,72.0,4.5,No,No,55.0,67.0,NotPlaced
8723,7.0,0,1,0,69.0,4.4,Yes,Yes,71.0,72.0,Placed
4308,7.5,1,2,0,68.0,3.8,Yes,Yes,55.0,69.0,NotPlaced
7251,7.5,2,2,0,72.0,4.2,Yes,Yes,77.0,86.0,Placed
6891,7.9,0,1,0,68.0,4.1,No,Yes,55.0,65.0,NotPlaced
192,7.8,2,2,2,80.0,4.6,No,Yes,59.0,74.0,Placed
1061,8.7,2,3,2,90.0,4.8,Yes,Yes,79.0,85.0,Placed
7451,6.5,1,1,1,73.0,4.5,No,No,55.0,59.0,NotPlaced
3395,7.1,1,3,2,86.0,4.8,Yes,Yes,61.0,85.0,NotPlaced
9845,8.3,2,3,2,90.0,4.7,Yes,Yes,84.0,83.0,Placed
8191,7.6,1,2,0,67.0,4.2,No,Yes,74.0,75.0,NotPlaced
768,8.4,1,3,1,79.0,4.4,Yes,Yes,78.0,82.0,Placed
6578,7.6,0,1,0,78.0,4.8,No,No,78.0,63.0,NotPlaced
6663,8.4,0,3,2,88.0,4.7,Yes,Yes,70.0,70.0,Placed
6104,7.6,2,3,2,90.0,4.4,Yes,Yes,77.0,83.0,Placed
3147,8.1,1,2,2,83.0,4.5,No,Yes,77.0,82.0,NotPlaced
5475,7.5,1,3,0,90.0,4.3,Yes,Yes,78.0,83.0,Placed
1331,7.5,0,1,0,60.0,3.7,No,No,55.0,67.0,NotPlaced
2902,6.5,1,1,0,67.0,3.5,No,No,63.0,63.0,NotPlaced
8646,7.5,1,2,0,76.0,4.0,No,Yes,59.0,62.0,Placed
1269,7.5,1,2,0,80.0,4.0,Yes,Yes,58.0,82.0,NotPlaced
5840,8.1,0,2,0,81.0,4.5,Yes,Yes,80.0,83.0,NotPlaced
9548,8.6,2,3,0,90.0,4.7,Yes,Yes,79.0,79.0,Placed
3981,8.2,2,3,2,90.0,4.8,Yes,Yes,85.0,80.0,Placed
7370,7.3,1,1,1,74.0,4.8,No,No,55.0,66.0,NotPlaced
6446,6.5,1,3,0,80.0,4.3,Yes,Yes,82.0,68.0,NotPlaced
9587,6.7,0,3,0,90.0,4.3,Yes,Yes,79.0,65.0,Placed
7617,7.6,0,2,0,75.0,3.6,No,No,56.0,70.0,NotPlaced
9881,7.6,1,2,0,71.0,4.6,No,Yes,55.0,68.0,NotPlaced
7903,7.4,2,1,0,73.0,4.1,Yes,Yes,78.0,79.0,NotPlaced
3508,8.7,2,3,3,90.0,4.6,Yes,Yes,77.0,87.0,Placed
1309,8.2,2,2,0,85.0,4.1,No,Yes,84.0,84.0,Placed
9760,7.7,0,2,1,71.0,4.3,Yes,Yes,60.0,73.0,NotPlaced
1487,8.5,1,3,2,90.0,4.8,Yes,Yes,76.0,85.0,Placed
5812,7.5,0,1,0,79.0,3.6,No,Yes,77.0,72.0,NotPlaced
7802,8.5,2,3,1,84.0,4.4,Yes,Yes,87.0,84.0,Placed
7974,6.5,2,3,2,80.0,4.2,No,Yes,75.0,72.0,NotPlaced
3475,7.7,2,2,3,83.0,4.3,Yes,Yes,75.0,80.0,NotPlaced
9380,7.6,1,1,1,72.0,4.5,Yes,Yes,57.0,68.0,NotPlaced
7645,7.7,1,1,0,81.0,4.6,No,Yes,76.0,68.0,NotPlaced
6508,7.1,1,1,1,76.0,4.3,No,Yes,78.0,71.0,NotPlaced
1145,8.1,1,1,1,71.0,4.7,Yes,Yes,56.0,68.0,NotPlaced
1966,6.8,0,1,0,70.0,3.3,No,No,55.0,70.0,NotPlaced
4922,6.6,1,2,1,62.0,3.7,No,Yes,73.0,60.0,NotPlaced
4462,8.5,2,3,2,90.0,4.8,Yes,Yes,90.0,83.0,Placed
7676,7.3,0,3,1,82.0,3.8,No,No,84.0,62.0,NotPlaced
7598,7.0,1,1,2,83.0,4.8,Yes,Yes,83.0,80.0,Placed
5954,7.7,1,1,0,76.0,3.8,No,No,55.0,61.0,NotPlaced
5479,7.9,1,3,2,82.0,4.4,Yes,Yes,70.0,86.0,NotPlaced
5144,8.1,1,3,2,90.0,4.8,Yes,Yes,84.0,82.0,Placed
3625,6.5,1,3,1,73.0,4.2,No,Yes,59.0,67.0,NotPlaced
