aptitudetestscore,ssc_marks,hsc_marks,extracurricularactivities,placementtraining,cgpa,internships,projects,certifications,softskillsrating,placementstatus
0.928,1.610,-0.398,1,1,8.200,2,3,2,4.700,1
-0.052,-0.592,0.386,0,0,6.800,1,2,1,4.600,0
-0.664,1.610,-1.183,1,1,7.700,1,1,0,4.200,0
-0.419,-0.114,-1.071,1,0,7.900,1,3,1,3.800,0
0.928,0.174,1.171,0,1,8.300,2,3,2,4.700,1
0.683,0.652,1.283,1,1,8.300,1,3,2,4.100,1
1.295,0.557,1.283,1,0,8.400,2,3,2,4.500,1
-0.296,-1.359,-0.623,0,0,7.600,0,1,0,3.000,0
0.193,1.514,1.507,1,1,8.000,0,3,2,4.500,1
-1.765,-1.359,-1.071,0,0,7.300,1,2,0,4.200,0
-0.419,-0.975,-0.511,1,1,7.500,1,2,1,3.700,0
1.295,1.419,0.723,1,1,8.700,2,3,3,4.700,1
1.295,0.174,0.947,1,1,8.100,2,2,0,4.800,1
-1.276,-1.359,-1.407,0,0,6.500,0,1,1,3.900,0
-1.398,-1.167,-1.183,0,1,7.400,1,2,1,4.200,0
-0.174,1.514,0.723,1,0,8.400,1,3,2,4.800,0
-1.153,-1.359,-0.623,0,1,7.500,0,2,1,4.400,0
-0.664,-1.359,0.835,0,1,7.300,1,2,1,3.900,0
1.295,1.036,-0.847,1,1,8.500,1,3,1,4.800,0
-1.153,-1.359,-1.183,1,1,7.500,1,1,1,4.000,0
0.683,0.940,0.835,1,1,8.100,0,1,0,4.500,1
0.438,-1.263,-0.847,0,1,7.500,0,1,1,4.000,0
-0.296,-1.071,-0.959,1,1,7.400,0,1,0,3.800,0
-2.132,-0.592,-0.847,0,0,6.600,2,1,2,4.300,0
1.295,0.174,0.723,0,1,8.100,1,3,0,4.600,1
-1.031,-0.018,1.507,1,1,7.600,1,1,0,4.000,0
-0.296,0.844,1.059,1,1,8.300,0,1,1,3.800,0
1.295,0.557,1.507,1,1,8.000,2,3,2,4.800,1
-0.664,-1.263,-0.959,0,1,6.700,1,2,0,4.000,0
-2.010,0.844,-0.398,0,1,7.600,2,1,1,4.800,1
1.295,-0.018,1.507,1,1,8.400,2,3,2,4.800,1
-0.174,-0.401,-0.735,0,0,6.700,1,1,2,4.300,0
-0.786,-1.359,-0.735,0,1,7.500,1,3,1,4.000,0
0.438,-1.167,0.723,1,1,6.500,2,2,0,4.100,0
-0.174,0.940,0.723,1,1,7.700,1,2,2,4.300,1
0.316,0.461,0.835,1,1,8.200,2,1,0,4.600,1
-0.052,-1.359,0.947,1,1,8.500,2,2,0,3.700,0
0.316,0.078,0.386,1,0,8.100,1,1,2,4.800,0
-1.153,-0.880,-0.847,0,0,6.500,1,1,0,4.200,0
-0.296,-1.071,-0.847,0,1,6.500,1,2,0,4.400,0
0.316,0.748,-0.847,1,1,7.800,1,2,0,4.700,0
-0.296,1.323,-0.959,1,1,7.800,1,1,0,4.000,1
1.295,0.461,0.947,1,1,8.300,0,3,2,4.500,1
-0.786,1.227,0.947,1,1,8.400,1,3,0,4.500,0
-0.419,-0.592,-0.511,0,0,7.300,0,1,0,4.000,0
-1.276,-1.359,-0.398,0,1,7.500,1,1,1,3.600,0
0.316,-1.359,1.283,1,1,7.800,1,1,2,4.200,0
-1.153,-0.592,-1.407,0,0,7.600,1,1,0,3.500,0
-0.296,1.706,0.723,1,0,8.800,2,2,2,3.900,0
1.050,1.802,0.835,1,1,8.500,0,3,0,4.800,1
1.050,0.844,0.947,1,1,8.100,1,3,0,4.500,1
-0.052,0.844,-1.071,1,1,8.200,1,3,2,4.100,1
1.295,0.269,1.171,1,1,8.000,2,3,0,4.400,1
-0.052,-1.263,-0.511,0,1,6.800,1,1,0,4.300,1
-1.153,-1.359,-0.623,0,1,7.800,2,2,3,4.600,0
-0.052,0.461,0.835,1,1,8.200,1,2,1,4.200,1
-0.052,1.802,0.611,1,1,8.600,1,3,2,4.300,1
-1.398,-0.688,-0.062,0,0,7.900,1,1,0,3.900,0
-1.153,-1.359,-1.632,0,1,7.600,1,2,0,3.900,0
1.295,1.131,1.283,1,1,8.100,0,3,1,4.700,0
0.928,0.748,-0.062,1,1,8.600,1,3,1,4.600,1
1.172,0.557,1.507,1,1,8.400,2,3,2,4.400,1
-0.664,0.844,-1.071,1,1,7.700,0,3,1,4.300,0
0.193,1.131,-1.183,0,1,6.700,0,1,1,4.100,0
1.050,-0.018,-0.847,0,0,6.500,1,1,0,3.900,0
0.683,0.174,1.059,1,1,8.500,1,3,2,4.600,1
-0.908,-0.209,-1.183,1,0,7.500,0,2,1,4.500,0
1.295,0.078,1.059,1,1,8.500,2,2,2,4.400,1
-0.052,-1.359,-0.735,0,1,7.600,1,2,1,4.500,0
-0.419,-1.359,1.059,0,1,7.500,1,2,0,3.800,0
-0.419,-0.880,-0.623,0,0,7.400,0,2,1,4.100,0
-2.377,-1.263,-1.407,0,0,6.500,1,1,1,3.800,0
1.295,1.036,1.507,1,1,8.400,2,3,2,4.700,1
0.560,1.227,1.059,1,1,8.100,1,3,2,4.800,0
0.928,0.365,-1.295,0,0,8.000,0,3,2,3.800,1
-1.643,-0.497,-0.847,1,1,7.800,1,2,1,3.700,0
0.438,1.514,0.947,1,0,7.800,2,3,0,4.400,0
-0.174,1.036,0.611,1,0,8.400,1,3,2,4.500,0
-0.052,-1.359,-1.295,0,0,7.600,0,2,0,4.300,1
0.683,0.174,-0.511,1,1,8.300,1,3,2,4.800,1
0.928,-0.018,1.283,1,1,8.600,2,3,2,4.400,1
0.071,-0.209,-0.847,0,1,8.100,1,3,2,4.700,1
1.295,0.174,1.283,1,1,8.300,1,3,0,4.700,1
-1.031,-0.688,-0.735,0,1,7.800,1,1,1,3.800,0
-0.174,0.748,0.947,1,1,8.400,1,3,3,4.700,0
-0.786,-0.784,-0.286,0,0,6.500,1,1,0,3.600,0
1.295,0.652,1.059,1,1,8.400,1,3,2,4.800,1
0.805,-0.018,1.283,1,1,7.500,2,3,3,4.100,0
0.683,0.269,1.059,1,1,8.500,1,3,2,4.300,1
1.295,0.365,0.947,1,1,8.200,2,3,2,4.800,1
1.295,0.461,1.507,1,1,7.900,1,2,2,4.300,1
-2.010,-1.263,-1.407,1,1,7.500,0,2,0,4.500,1
0.316,0.461,-0.286,1,1,6.800,0,3,1,4.200,0
0.438,-0.114,1.059,1,1,8.800,2,2,0,4.400,0
0.316,-1.167,-1.183,1,1,7.200,1,1,0,4.600,0
0.560,-0.209,1.283,1,1,7.600,1,3,2,4.600,1
1.295,1.227,1.395,1,1,8.400,0,3,2,4.700,1
-0.419,-1.359,-1.071,0,1,7.500,0,1,0,4.400,0
0.560,-1.359,1.283,1,1,7.400,1,2,2,4.200,0
0.316,-1.167,-0.735,0,1,7.700,1,2,0,4.100,0
-1.888,-1.359,-0.735,0,1,6.700,1,2,1,3.100,0
-1.520,-0.688,-0.398,1,1,6.900,1,1,0,4.100,0
0.683,1.227,0.947,1,1,7.800,1,1,1,4.800,1
-0.541,-0.018,-0.847,1,1,7.000,2,1,0,3.800,1
0.316,0.174,-0.847,1,1,7.600,2,3,3,4.500,1
1.295,0.365,1.507,1,1,8.400,2,3,2,4.800,1
-0.541,-1.359,-0.511,0,0,7.600,1,1,1,4.100,0
-0.174,0.461,0.611,1,0,7.400,1,1,0,4.800,1
0.560,1.131,1.059,1,1,8.400,2,3,2,4.200,1
-0.908,-1.071,1.171,1,1,6.900,0,1,2,4.800,1
0.805,-0.592,-0.286,1,1,8.800,1,3,0,4.400,0
1.172,0.461,1.171,0,1,7.700,2,3,2,4.500,0
-2.010,-0.784,-0.847,0,0,7.200,1,1,1,3.900,0
0.805,-0.592,1.507,1,1,8.200,1,3,2,4.700,1
-0.419,0.940,-0.511,1,1,7.400,1,2,1,4.400,0
-1.888,-0.209,-0.623,0,1,7.500,0,1,0,4.400,0
1.295,1.131,1.507,1,1,7.700,2,2,2,4.800,1
1.295,1.419,1.507,1,1,8.100,2,3,2,4.800,1
-0.174,1.227,-0.735,0,1,7.500,0,2,1,3.800,0
-1.643,-0.880,-0.511,1,1,7.300,2,2,0,4.100,0
0.316,-1.359,-1.632,0,1,6.600,1,1,1,3.700,1
1.172,-0.114,0.498,1,1,7.600,2,2,2,4.600,1
0.193,0.365,-0.286,1,1,8.300,2,2,1,4.300,0
0.193,1.897,0.611,1,1,6.500,1,2,2,3.600,1
0.560,0.940,0.835,1,1,7.000,2,3,2,4.800,1
-1.153,0.078,-1.183,0,1,7.500,1,1,0,4.400,0
0.805,0.078,0.947,1,1,8.800,2,3,0,4.500,0
-0.908,-1.071,-0.735,0,1,7.500,1,2,1,4.400,0
1.050,0.940,1.059,1,0,8.200,2,3,2,4.500,1
0.560,-1.263,-0.735,0,1,7.500,0,3,1,4.200,0
1.050,1.323,-0.174,1,1,7.900,2,2,1,4.500,1
0.438,0.940,1.283,1,1,8.700,2,3,2,4.800,1
1.172,1.610,0.947,1,1,8.300,2,3,0,4.600,1
0.193,0.652,1.059,1,1,7.400,1,3,0,4.700,1
-0.541,-1.359,-0.623,0,1,6.600,0,2,0,3.900,1
-0.908,-1.359,-0.623,0,1,7.200,1,1,1,4.000,1
1.295,-0.592,0.947,1,1,6.600,2,3,2,4.800,1
1.172,1.706,1.507,1,1,8.100,2,3,2,4.500,1
-1.031,-1.359,0.386,1,1,7.600,1,1,0,3.900,1
1.295,1.514,1.507,1,1,8.200,2,3,2,4.800,1
-0.296,1.227,1.059,0,0,8.000,1,3,0,4.100,1
0.683,-0.975,0.835,1,1,8.500,0,2,2,4.100,1
1.295,-0.114,1.395,1,1,8.200,2,2,2,4.600,1
0.438,-1.071,-1.520,0,0,6.800,1,1,0,3.900,0
0.928,0.844,-0.286,0,1,7.400,1,3,2,4.400,0
-0.786,-1.071,-0.959,0,1,8.700,2,2,2,4.100,0
-0.541,-0.880,-0.511,1,1,8.100,2,1,1,4.700,0
0.805,0.940,1.171,1,1,6.900,2,3,2,4.800,1
-0.908,-0.784,-0.735,0,0,7.700,1,1,0,4.100,0
0.193,-0.114,1.395,1,0,8.300,0,2,2,4.400,1
-1.520,-1.167,-0.959,1,0,7.600,2,2,2,4.700,0
-1.031,0.652,0.723,1,1,8.700,1,3,1,4.800,1
1.295,-0.114,0.723,1,1,8.700,1,3,2,4.800,1
-2.377,-1.167,-0.511,0,0,8.000,0,1,0,4.000,0
-0.052,-1.359,1.283,1,1,8.200,0,2,2,4.500,0
1.295,0.844,1.171,1,1,8.300,2,3,2,4.800,1
-0.052,-1.071,-0.847,0,1,7.500,1,2,0,4.300,0
0.316,0.078,1.507,1,1,7.400,1,2,0,4.600,0
0.438,0.940,-0.959,0,1,7.800,1,2,1,4.600,1
-1.765,-0.880,-0.623,0,0,6.500,0,2,1,4.400,0
-2.255,-0.592,-1.295,0,0,7.800,1,1,0,3.400,0
-1.276,-0.592,-0.847,0,1,7.300,0,2,1,4.100,0
1.295,1.419,0.723,1,1,8.100,1,3,2,4.700,1
-0.052,-0.975,-0.959,0,0,8.400,1,1,1,4.100,0
-1.398,-0.688,-0.286,0,0,7.600,1,1,0,4.000,0
0.193,1.131,-1.520,0,1,7.000,1,2,0,4.500,0
-1.643,-0.688,-0.623,0,1,8.200,1,1,1,3.600,0
1.295,1.323,0.947,1,1,7.700,2,3,2,4.800,1
-1.643,-0.784,0.835,0,1,7.800,1,1,0,4.100,0
-1.520,-1.359,-0.735,0,0,6.800,1,2,0,3.200,0
1.050,-0.401,1.059,1,1,8.800,0,3,0,4.600,1
1.050,0.748,-1.295,0,1,8.300,1,3,3,4.000,1
1.295,1.419,1.507,1,1,8.500,2,3,0,4.700,1
0.560,-0.114,0.947,1,1,8.400,1,1,2,4.000,0
1.295,1.993,1.059,1,1,8.300,1,2,2,4.800,1
0.438,0.174,0.835,1,1,7.700,1,2,0,4.600,0
1.295,0.748,0.835,1,0,8.400,1,3,2,4.800,0
1.050,0.461,1.507,1,1,8.200,2,1,1,4.400,0
-0.541,0.078,1.171,0,1,8.200,1,1,2,4.300,1
0.928,0.652,-0.174,1,1,8.600,2,3,0,4.700,0
-0.174,0.557,-0.959,0,0,7.500,1,3,1,4.000,0
1.295,0.844,0.947,1,1,8.500,2,3,2,4.800,1
1.295,0.557,1.059,1,1,8.200,2,3,2,4.600,1
1.295,0.844,1.507,1,1,8.100,1,3,2,4.800,1
-0.541,-1.359,-0.398,0,0,6.500,1,1,0,4.100,0
0.560,1.131,0.723,1,1,8.300,2,3,2,4.300,0
-2.132,1.706,0.835,1,1,7.900,1,1,1,4.600,0
-0.664,-0.401,-0.735,0,0,7.700,0,1,0,3.700,0
1.295,0.748,1.171,1,1,7.800,1,2,2,4.800,1
-1.031,-1.167,-0.286,0,0,7.400,1,1,0,3.900,0
1.050,0.940,1.283,1,1,8.200,2,3,2,4.800,1
-0.908,-1.359,-0.286,0,1,6.700,1,2,0,4.300,0
-0.296,1.131,-1.183,1,0,7.800,1,3,2,4.200,0
-1.031,0.652,-0.511,0,1,6.700,0,1,1,4.700,0
-1.153,0.365,-1.071,0,0,8.200,2,3,1,3.800,0
-1.398,-1.071,-0.511,0,0,7.500,1,2,1,4.800,0
1.295,1.706,1.059,1,1,8.500,2,3,0,3.800,1
0.560,1.802,0.723,1,0,7.900,2,3,2,4.000,0
-0.908,0.748,1.395,1,1,8.000,1,3,2,4.400,1
0.438,0.174,-1.071,0,1,8.200,0,2,1,4.800,0
-1.765,-0.784,-0.511,0,0,7.400,0,2,1,4.400,0
0.316,-0.592,0.386,1,1,8.800,0,3,0,4.800,1
1.295,1.227,1.283,1,1,8.600,2,3,2,4.800,1
0.071,-0.688,0.498,1,1,7.400,1,2,0,4.200,0
-0.541,-0.784,-0.398,0,1,7.700,1,1,0,4.000,1
0.071,1.323,-0.735,1,1,8.000,1,3,0,4.000,0
-1.031,-1.167,-0.847,0,0,7.300,0,1,1,4.600,0
-1.276,-1.359,-1.183,0,0,7.800,1,1,1,4.100,0
1.295,1.036,1.395,1,1,8.300,2,3,2,4.800,1
0.683,0.652,1.395,1,1,8.300,2,3,2,4.700,1
-0.786,0.557,1.059,0,1,8.400,1,2,1,4.500,0
1.295,-0.114,0.723,1,1,8.300,2,3,2,4.800,0
-0.419,-0.880,-1.856,0,0,6.800,1,1,0,4.000,0
-0.419,-0.592,1.507,1,1,7.800,1,2,0,4.000,0
1.295,1.514,1.395,1,1,8.400,2,3,2,4.800,1
-1.520,1.131,-0.174,0,1,7.700,1,1,0,4.400,0
-0.052,1.514,1.283,1,1,7.800,1,3,2,4.400,1
-1.398,1.802,0.835,1,1,7.600,1,3,0,4.200,0
1.050,-1.359,-1.968,1,1,7.600,1,1,0,4.200,1
-2.132,-0.401,-1.856,0,0,7.600,0,1,1,3.900,0
1.050,-1.071,1.395,0,1,8.800,2,3,0,4.700,1
-1.765,-0.305,-0.623,1,1,6.500,1,2,1,4.000,0
0.316,0.461,-1.632,0,1,8.300,2,3,2,4.300,1
-1.398,-1.359,-0.511,0,1,6.500,1,1,0,4.300,0
-0.052,-1.359,-0.847,1,1,8.200,1,1,1,4.800,0
-0.908,0.365,0.947,1,1,8.100,0,2,3,3.200,1
-0.174,0.461,-1.183,0,1,8.300,1,2,1,4.700,0
0.193,0.269,1.395,1,1,7.400,0,1,2,3.800,0
0.193,0.557,0.835,0,0,8.000,0,1,0,4.500,0
-1.888,-1.359,-1.744,0,1,7.500,1,1,1,4.600,0
-1.520,-0.975,-1.520,1,0,6.900,2,1,0,4.000,0
-0.174,0.461,-1.183,1,0,6.600,1,2,0,4.100,0
0.683,-1.167,-1.744,0,0,7.700,1,1,0,3.900,1
-0.296,0.174,-0.286,1,1,7.700,0,2,0,4.600,0
-0.296,-1.263,-0.847,0,0,7.500,1,1,1,4.600,0
0.683,0.748,-0.174,1,1,8.400,1,3,0,3.900,1
-0.664,0.365,-0.511,0,0,7.400,1,1,0,3.800,0
1.295,-0.018,1.283,1,1,8.000,2,3,2,4.800,1
-1.520,0.365,-0.286,1,0,7.900,1,2,0,4.400,1
1.295,0.748,0.947,1,1,7.900,2,3,2,4.800,1
1.172,0.461,1.283,1,1,8.400,2,3,2,4.600,1
-0.296,-0.784,-0.398,0,0,7.200,0,2,0,4.600,0
1.172,1.323,0.723,1,1,8.300,2,2,0,4.800,1
0.560,1.419,1.395,1,1,8.400,2,3,1,4.500,1
1.295,0.557,1.283,1,1,8.500,1,3,2,4.800,0
1.295,1.514,1.171,1,1,8.200,2,3,2,4.800,1
-0.419,-1.263,0.947,0,1,8.300,1,1,3,4.200,0
-1.031,-0.305,-0.847,1,0,8.100,2,1,0,3.400,0
-0.174,0.269,0.835,1,1,7.100,1,1,2,4.600,1
-0.296,0.269,0.947,0,1,6.500,0,2,2,4.600,0
1.295,-0.975,0.947,0,1,8.100,1,3,0,4.500,0
-0.296,-1.359,-0.735,0,1,8.100,1,2,1,4.400,0
1.295,1.131,1.507,1,1,8.500,2,3,2,4.600,1
-0.908,-1.359,-0.623,1,1,7.800,1,2,0,4.400,0
0.316,0.652,0.835,1,1,8.500,1,3,2,4.800,1
0.316,0.748,1.395,1,1,7.400,1,3,0,4.100,1
-1.276,-1.359,-1.071,0,1,8.300,1,1,0,4.500,0
1.295,1.227,1.059,1,1,8.300,1,3,2,4.800,1
0.316,-1.359,0.835,1,1,6.500,1,3,0,4.700,1
1.295,1.036,1.059,1,1,8.000,1,3,2,4.800,1
0.560,0.269,-0.286,1,1,7.600,1,1,0,4.100,0
1.295,0.365,-0.735,0,1,8.200,0,1,2,4.700,1
-0.908,-1.359,-1.407,0,1,7.400,1,2,0,4.300,0
1.295,1.514,0.386,1,1,8.400,2,3,2,4.800,1
1.295,-0.497,0.947,1,1,8.100,2,3,3,4.700,1
-1.153,-1.167,-0.847,0,1,7.600,1,1,1,3.800,0
1.295,-0.209,1.283,0,1,8.200,0,1,0,4.700,0
0.683,-0.688,-0.286,1,0,6.500,1,1,2,4.300,1
0.316,-1.167,-1.520,0,1,7.500,1,2,0,4.400,1
0.683,0.557,0.835,0,1,7.600,1,3,1,4.400,0
-0.052,-0.688,-0.847,0,0,8.100,1,1,1,4.500,0
-0.174,-0.209,-0.623,1,0,8.000,1,1,2,4.300,0
-0.908,-1.359,-1.295,0,0,7.700,1,1,0,4.200,0
-1.276,-0.497,-0.398,0,1,6.900,1,1,0,4.000,0
1.295,1.514,0.947,1,1,8.200,2,3,2,4.800,1
0.071,-0.401,-0.735,0,1,7.500,0,2,0,4.400,0
-0.664,-1.167,-1.295,0,1,6.900,1,1,0,4.500,0
0.438,-1.263,-0.959,0,1,7.500,1,2,0,4.300,1
-1.398,-0.401,-0.511,0,1,7.300,1,2,1,4.600,0
-0.786,0.461,-0.735,0,1,8.300,1,1,0,3.600,0
-0.541,-0.688,0.162,0,1,6.800,1,2,1,4.000,0
-0.174,-0.688,-1.520,1,1,7.800,2,1,1,4.100,1
1.295,-0.114,1.283,1,1,7.600,1,2,1,4.500,0
-0.296,-0.592,-0.735,0,0,6.700,0,1,0,4.100,0
-0.664,0.557,1.395,1,1,8.700,1,2,2,4.100,1
-1.031,-1.263,-0.511,0,0,6.600,0,1,1,3.400,0
1.172,0.269,1.059,1,1,8.000,0,1,2,4.700,1
0.438,0.365,-0.062,1,0,7.300,0,3,0,4.300,0
1.050,0.365,-0.959,0,1,7.400,1,2,0,4.600,0
1.050,0.748,1.507,1,1,8.300,1,3,2,4.600,1
-0.174,-1.359,-0.286,1,1,6.900,1,1,0,4.300,0
0.560,0.748,-0.286,1,1,6.500,1,2,1,4.700,0
1.172,-0.018,1.171,1,1,8.300,1,3,2,4.700,1
0.193,-1.359,0.498,0,1,7.800,1,2,0,4.100,1
0.683,1.036,1.171,1,1,6.600,1,1,1,4.100,0
-1.643,-0.975,-0.286,0,1,7.300,1,2,0,4.600,0
0.805,-0.018,-0.847,1,1,7.900,1,3,3,4.500,1
0.683,0.557,-0.847,1,1,8.400,1,3,2,4.600,1
-0.541,-0.497,1.059,1,1,7.200,1,3,1,4.200,0
1.295,0.461,1.283,1,1,8.500,2,3,2,4.700,1
-0.541,-0.209,-0.511,1,1,7.500,1,2,0,3.700,0
-1.153,-1.359,-0.398,0,0,6.900,1,2,0,4.300,1
-0.664,-0.688,-1.071,0,0,7.300,1,1,0,3.700,0
-1.398,1.227,1.171,0,0,7.800,0,1,2,4.500,1
-0.908,0.174,-1.071,0,1,7.000,1,1,0,4.500,0
1.172,0.748,-0.959,0,1,7.900,1,2,0,4.800,0
-0.174,-1.359,-0.398,1,1,7.700,1,2,0,3.600,1
-0.174,-1.359,-0.398,0,0,7.500,0,1,0,4.000,0
1.295,1.802,1.171,1,1,7.700,2,3,2,4.800,1
0.193,1.323,1.283,1,1,8.200,2,1,2,4.000,0
0.928,-0.114,-1.071,1,1,7.500,1,1,1,4.700,1
-0.786,0.940,-1.968,1,0,7.700,2,3,0,4.600,0
1.295,-0.018,1.283,1,1,8.600,2,3,2,4.600,0
0.071,1.419,1.283,1,1,8.300,2,1,0,4.700,1
-0.664,-1.263,-0.847,0,0,7.600,1,1,0,3.800,0
0.805,0.652,0.947,1,1,6.500,0,3,2,4.600,0
1.295,0.174,0.723,1,1,8.200,1,3,2,4.400,1
-1.520,0.174,0.274,1,0,7.900,1,3,1,4.400,0
-0.296,1.419,-1.071,1,1,7.500,1,2,1,4.600,0
1.295,1.323,1.507,1,1,9.000,2,3,2,4.800,1
-1.520,-1.167,-1.520,0,1,7.600,1,1,2,4.000,0
0.193,0.652,-0.398,1,1,7.700,0,1,0,4.300,0
1.295,1.514,1.507,1,1,8.300,0,3,2,4.700,1
1.295,0.844,0.274,1,1,8.500,2,2,2,4.800,1
-1.276,-0.592,-1.295,0,0,6.800,1,1,0,3.300,0
-0.908,-0.018,-0.623,1,0,7.100,1,2,0,4.400,0
-0.174,0.652,1.395,1,1,8.600,1,3,3,4.700,1
-0.786,-1.359,-0.847,0,1,7.800,1,1,0,3.900,1
-0.296,-1.359,-0.847,0,1,8.300,0,1,3,4.000,0
-0.296,-0.880,1.171,1,1,8.000,1,3,0,4.700,1
0.438,1.610,1.059,1,0,8.600,2,3,3,4.600,0
-0.664,-1.359,-0.286,1,1,6.500,1,1,0,3.900,0
-0.296,0.844,-1.520,0,0,6.500,0,3,0,4.200,0
-1.888,-1.359,-0.959,0,1,7.500,0,1,1,3.700,0
0.071,-1.359,-1.183,1,1,8.700,1,2,0,4.500,1
1.295,0.940,0.498,1,1,8.200,2,3,2,4.800,1
-0.419,-0.784,0.835,1,1,7.400,1,1,0,4.700,1
-0.052,-1.071,-1.071,0,1,7.800,0,1,0,4.100,1
-0.664,-0.975,0.162,0,0,7.400,0,1,0,4.200,0
-0.174,0.078,0.723,1,1,7.700,2,3,0,4.100,0
-0.296,0.844,0.274,1,0,8.000,1,3,2,4.500,0
-0.052,-1.359,1.171,1,0,7.900,0,1,0,4.400,0
-0.174,0.844,-0.174,1,1,8.400,1,3,2,4.500,1
-1.643,-1.359,-0.847,0,0,6.500,0,1,0,3.500,0
1.050,1.897,-0.735,1,1,8.300,1,1,2,3.800,1
1.295,-0.784,0.050,1,0,8.500,0,1,1,4.800,0
1.172,0.844,0.835,1,1,8.500,1,3,1,4.600,0
-0.541,-1.359,0.050,0,1,7.300,1,2,1,4.600,0
-1.276,-1.263,-0.398,0,1,6.500,1,2,1,3.800,0
-0.664,0.078,-0.623,0,1,8.400,1,3,0,4.600,0
-0.541,-1.359,-1.295,1,1,8.400,0,3,2,4.800,0
-0.541,0.652,0.723,1,1,8.300,1,3,0,3.900,1
-0.786,1.131,-0.847,1,1,6.800,0,2,0,4.200,0
-2.377,-1.359,-1.744,0,1,6.900,0,1,1,3.600,0
1.172,-1.263,-0.623,0,1,8.300,0,2,1,4.700,1
0.928,-1.359,-1.295,0,1,8.100,2,1,1,3.800,0
-1.398,-1.359,-0.847,0,0,7.500,1,1,1,4.300,0
0.683,-0.209,0.835,1,1,8.300,1,2,1,4.800,1
1.295,1.419,1.283,1,1,8.100,1,2,0,4.600,1
-0.052,-1.359,-0.847,0,1,6.500,1,2,0,4.500,0
-0.541,0.940,-0.847,1,1,6.500,1,3,2,3.800,0
1.172,0.078,1.059,1,1,7.500,1,2,2,4.800,1
1.050,0.652,1.171,1,1,8.600,2,3,2,4.800,1
-0.296,1.036,0.274,1,1,8.500,1,2,2,4.300,1
-0.174,-0.975,-0.511,0,0,6.600,1,2,0,4.400,0
1.295,-1.359,1.171,0,1,7.300,2,3,0,4.400,1
1.295,1.419,0.498,1,1,7.800,1,3,0,4.000,1
0.805,1.993,0.723,1,1,8.200,0,3,0,4.500,1
-0.419,0.557,-0.959,1,1,8.200,2,3,0,3.900,0
0.928,1.802,1.283,1,1,8.500,2,2,2,4.800,1
-0.174,0.557,-0.735,0,1,6.500,1,1,0,4.500,0
0.683,0.174,0.947,0,1,8.100,2,2,2,4.500,0
0.928,1.419,0.723,1,0,7.800,2,3,2,4.500,1
-0.052,0.940,0.386,1,1,8.000,1,3,0,4.300,0
0.560,-1.359,-1.183,0,1,7.400,1,2,0,4.100,0
0.193,1.036,-0.398,1,1,7.400,1,3,0,4.600,0
0.071,0.652,-0.398,0,1,7.400,1,2,0,4.600,1
0.438,1.514,0.835,1,1,8.400,2,3,0,4.400,1
1.295,1.131,1.171,1,1,8.400,2,3,2,4.500,1
0.438,1.323,1.059,1,1,8.400,2,3,2,4.700,1
1.295,-1.359,-0.511,1,1,8.600,1,3,0,4.800,1
-1.520,0.269,-0.847,0,1,6.500,1,1,0,4.300,0
1.172,1.323,0.835,1,1,8.300,2,3,2,4.800,1
-0.541,-1.359,-1.295,0,0,7.600,1,1,1,3.700,0
0.316,0.269,-0.062,1,1,7.300,1,1,2,4.200,0
0.560,0.940,-1.071,0,0,6.500,1,2,0,4.200,0
-2.377,-0.975,-0.511,0,1,7.600,1,1,1,4.400,0
1.295,1.514,1.507,1,1,8.400,2,3,2,4.800,1
-0.296,-0.880,0.498,1,1,8.200,2,1,2,4.800,0
-1.031,-0.975,-1.295,0,0,7.600,1,1,1,4.300,0
-0.664,-1.071,-0.398,0,0,7.600,1,1,0,4.300,0
0.683,-0.114,0.386,0,1,7.800,1,2,2,4.300,1
0.560,1.227,1.171,1,1,8.300,2,3,2,4.800,1
0.438,0.461,-1.407,1,0,8.400,1,1,3,4.600,0
-0.419,-1.359,-1.183,0,1,7.700,1,1,0,4.100,0
-0.541,-1.071,-1.407,0,0,6.500,0,1,1,3.400,0
-2.010,-1.071,-0.735,0,1,7.100,1,1,1,3.600,0
1.172,0.652,0.947,1,1,6.900,0,3,0,4.400,1
-0.419,0.461,1.171,1,1,8.400,1,1,2,4.600,0
-0.296,-0.880,-0.735,0,0,7.800,0,1,1,4.300,1
1.295,0.940,1.059,1,1,8.600,2,3,2,4.500,1
-1.276,-1.359,-0.735,0,0,6.600,0,1,1,4.200,0
0.928,1.036,1.059,1,1,8.400,0,3,2,4.200,1
1.172,-0.401,-0.847,1,1,8.600,1,1,2,4.300,0
0.193,-1.359,-1.295,1,1,7.800,1,1,0,4.500,0
-0.174,1.036,0.947,1,1,7.700,1,2,0,4.400,0
-0.296,-0.688,-0.398,1,0,6.500,0,3,0,4.000,0
-1.643,0.174,-1.071,1,0,7.700,1,1,1,4.800,0
-0.174,-0.784,-1.407,0,0,6.800,1,1,0,4.300,0
-0.419,-1.359,-0.623,0,0,7.600,1,2,1,3.900,0
-0.908,-0.975,-1.071,0,1,7.500,1,1,1,4.500,0
1.295,0.652,0.835,1,1,8.500,2,3,2,4.800,1
1.172,-1.071,-0.174,0,1,7.400,1,1,0,4.400,0
-1.888,-0.880,-0.735,0,0,7.700,1,1,0,3.800,0
1.295,0.557,1.507,1,1,8.600,2,3,2,4.800,1
